x, y
0.321461187214612,0.273764258555133
0.467579908675799,0.593155893536122
0.694063926940639,0.973384030418251
0.884018264840183,1.21673003802281
1.22009132420091,1.44486692015209
1.03013698630137,1.32319391634981
0.781735159817352,1.09505703422053
0.591780821917808,0.85171102661597
0.518721461187215,0.714828897338403
0.416438356164384,0.47148288973384
0.372602739726027,0.365019011406844
0.241095890410959,0.136882129277567
1.35159817351598,1.50570342205323
1.52694063926941,1.56653992395437
1.71689497716895,1.62737642585551
2.03835616438356,1.70342205323194
2.41826484018265,1.77946768060837
2.98812785388128,1.90114068441065
3.61643835616438,2.03802281368821
4.21552511415525,2.17490494296578
4.93150684931507,2.38783269961977
5.74977168949772,2.61596958174905
6.58264840182648,2.85931558935361
7.15251141552511,3.04182509505703
7.62009132420091,3.26996197718631
8.2337899543379,3.51330798479087
8.83287671232877,3.75665399239544
9.44657534246575,4.06083650190114
9.94337899543379,4.27376425855513
10.5570776255708,4.56273764258555
10.8785388127854,4.73003802281369
11.6091324200913,5.17110266159696
11.2438356164384,4.94296577946768
11.9890410958904,5.38403041825095
12.4566210045662,5.62737642585551
12.924200913242,5.91634980988593
13.3187214611872,6.11406844106464
13.6840182648402,6.3574144486692
14.0054794520548,6.53992395437262
14.3269406392694,6.67680608365019
14.6630136986301,6.84410646387833
14.9844748858448,7.05703422053232
15.3205479452055,7.22433460076046
15.6712328767123,7.43726235741445
15.9780821917808,7.63498098859316
