x, y
0.321461187214612,0.0760456273764259
0.613698630136986,0.152091254752852
0.905936073059361,0.212927756653992
1.15433789954338,0.258555133079848
1.46849315068493,0.334600760456274
1.81917808219178,0.44106463878327
2.12602739726027,0.532319391634981
2.41826484018265,0.608365019011407
2.71050228310502,0.684410646387833
2.98812785388128,0.775665399239544
3.25114155251142,0.85171102661597
3.58721461187215,0.942965779467681
3.8648401826484,1.04942965779468
4.1716894977169,1.15589353612167
4.46392694063927,1.26235741444867
4.74155251141553,1.36882129277567
4.98995433789954,1.44486692015209
5.39908675799087,1.61216730038023
5.69132420091324,1.71863117870722
5.16529680365297,1.50570342205323
5.91050228310502,1.79467680608365
6.15890410958904,1.90114068441065
6.37808219178082,1.99239543726236
6.53881278538813,2.06844106463878
6.84566210045662,2.20532319391635
6.68493150684932,2.12927756653992
7.0648401826484,2.29657794676806
7.25479452054795,2.38783269961977
7.44474885844749,2.4638783269962
7.62009132420091,2.55513307984791
7.79543378995434,2.64638783269962
7.98538812785388,2.75285171102662
8.17534246575342,2.84410646387833
8.36529680365297,2.93536121673004
8.54063926940639,3.02661596958175
8.7013698630137,3.11787072243346
8.90593607305936,3.22433460076046
9.11050228310502,3.34600760456274
9.3296803652968,3.43726235741445
9.5634703196347,3.5893536121673
9.75342465753425,3.6958174904943
9.95799086757991,3.80228136882129
10.1333333333333,3.90874524714829
10.337899543379,4.01520912547529
10.5570776255708,4.12167300380228
10.7324200913242,4.22813688212928
10.9223744292237,4.34980988593156
11.1561643835616,4.48669201520913
11.3315068493151,4.59315589353612
11.565296803653,4.76045627376426
11.7260273972603,4.88212927756654
11.8867579908676,4.98859315589354
12.1059360730594,5.11026615969582
12.3251141552511,5.24714828897338
12.5004566210046,5.36882129277567
12.7488584474886,5.5361216730038
12.924200913242,5.65779467680608
13.1433789954338,5.79467680608365
13.3187214611872,5.90114068441065
13.4794520547945,6.00760456273764
13.6401826484018,6.11406844106464
13.8593607305936,6.26615969581749
14.0785388127854,6.40304182509506
14.2831050228311,6.55513307984791
14.4730593607306,6.66159695817491
14.6776255707763,6.7680608365019
14.9114155251142,6.90494296577947
15.1452054794521,7.02661596958175
15.3643835616438,7.11787072243346
15.5397260273973,7.20912547528517
15.7296803652968,7.30038022813688
15.9050228310502,7.40684410646388
